"QALD id"	"QALD original question"	"QALD original SPARQL query"	"QueGG original question"	"QueGG SPARQL query"	"TP"	"FP"	"FN"	"Precision"	"Recall"	"F-Measure"
"140"	"In quale città è nato il presidente del Montenegro?"	"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/office> <http://dbpedia.org/resource/President_of_Montenegro> . ?x <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } "	"In quale città è nato il presidente del Montenegro?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"141"	"In quale stato è nato Bill Gates?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?x . ?x <http://dbpedia.org/ontology/country> ?uri . }"	"In quale stato è nato Bill Gates?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"142"	"In quali stati si parla giapponese?"	"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Japanese_language> . } "	"In quali stati si parla giapponese?"	""	"0.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"
"143"	"Mostrami il libro scritto da Muhammad Ali."	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri rdf:type dbo:Book . 
         ?uri dbo:author res:Muhammad_Ali . 
}"	"Mostrami il libro scritto da Muhammad Ali."	""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"144"	"Michelle Obama è la moglie di Barack Obama?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Barack_Obama dbo:spouse res:Michelle_Obama .
}"	"Michelle Obama è la moglie di Barack Obama?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"145"	"Qual è il prefisso di Berlino?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?string 
WHERE {
	res:Berlin dbo:areaCode ?string .
}"	"Qual è il prefisso di Berlino?"	"select  ?o
    {
    <http://dbpedia.org/resource/Berlin> <http://dbpedia.org/ontology/areaCode>  ?o
    }"	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"146"	"Dammi tutti gli attori che hanno recitato in Last Action Hero."	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Last_Action_Hero dbo:starring ?uri . 
}"	"Dammi tutti gli attori che hanno recitato in Last Action Hero."	""	"0.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"
"147"	"Quali sono i soprannomi di San Francisco?"	"SELECT DISTINCT ?string WHERE {  <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?string . } "	"Quali sono i soprannomi di San Francisco?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"148"	"Qual è stato il primo album dei Queen?"	"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Album> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Queen_(band)> . ?uri <http://dbpedia.org/ontology/releaseDate> ?d . } ORDER BY ASC(?d) OFFSET 0 LIMIT 1"	"Qual è stato il primo album dei Queen?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"149"	"Attraverso quali stati scorre il fiume Yenisei?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
        res:Yenisei_River dbp:country ?uri .
}"	"Attraverso quali stati scorre il fiume Yenisei?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"150"	"Quali serie televisive sono state create dalla Walt Disney?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
	?uri rdf:type dbo:TelevisionShow .
        ?uri dbo:creator res:Walt_Disney .
}"	"Quali serie televisive sono state create dalla Walt Disney?"	""	"0.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"
"151"	"Qual è il ponte con la campata più lunga?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Bridge .
        ?uri dbo:mainspan ?s . 
} 
ORDER BY DESC(?s) 
OFFSET 0 LIMIT 1"	"Qual è il ponte con la campata più lunga?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"152"	"Di che nazione è Sitecore?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundationPlace> ?uri . }"	"Di che nazione è Sitecore?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"153"	"Chi ha sposato Lance Bass?"	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Lance_Bass> . } "	"Chi ha sposato Lance Bass?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"154"	"Qual è la capitale del Canada?"	"PREFIX dbo:  <http://dbpedia.org/ontology/>
PREFIX res:  <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Canada dbo:capital ?uri .
}"	"Qual è la capitale del Canada?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"155"	"Da chi fu inspirato Vincent van Gogh?"	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> . }"	"Da chi fu inspirato Vincent van Gogh?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"156"	"In quale città morì John F. Kennedy?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE { 
        res:John_F._Kennedy dbo:deathPlace ?uri .
        ?uri rdf:type dbo:City .
}"	"In quale città morì John F. Kennedy?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"157"	"Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Andrew_Jackson dbo:battle ?battle .    
}"	"Il presidente degli Stati Uniti Jackson è stato coinvolto in una guerra?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"158"	"Chi ha scritto Game of Thrones?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer> ?uri. }"	"Chi ha scritto Game of Thrones?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"159"	"Chi ha progettato il ponte di Brooklyn?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Brooklyn_Bridge dbo:architect ?uri .
}"	"Chi ha progettato il ponte di Brooklyn?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"160"	"Boris Becker quando ha concluso la sua carriera?"	"SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?d . } "	"Boris Becker quando ha concluso la sua carriera?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"161"	"Quali tipi di uva crescono in Oregon?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?uri . } "	"Quali tipi di uva crescono in Oregon?"	""	"0.0"	"0.0"	"84.0"	"0.0"	"0.0"	"0.0"
"162"	"Quanto è alto Michael Jordan?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Michael_Jordan dbo:height ?num .
}"	"Quanto è alto Michael Jordan?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"163"	"A quale partito polito appartiene il sindaco di Parigi?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . }"	"A quale partito polito appartiene il sindaco di Parigi?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"164"	"Chi ha scritto il libro I pilastri della Terra?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:The_Pillars_of_the_Earth dbo:author ?uri .
}"	"Chi ha scritto il libro I pilastri della Terra?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"165"	"Chi è stato il sedicesimo presidente degli Stati Uniti?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
         ?uri dbo:office 'President of the United States' .
         ?uri dbo:orderInOffice '16th' .
}"	"Chi è stato il sedicesimo presidente degli Stati Uniti?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"166"	"Quanto è alto il Monte Everest?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
	res:Mount_Everest dbo:elevation ?num.
}"	"Quanto è alto il Monte Everest?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"167"	"Chi era il supervisore della tesi di dottorato di Albert Einstein?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?uri . }"	"Chi era il supervisore della tesi di dottorato di Albert Einstein?"	"select  ?o
    {
    <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor>  ?o
    }"	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"168"	"In quale città vive Sylvester Stallone?"	"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> . <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?uri . }"	"In quale città vive Sylvester Stallone?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"169"	"Qual è la valuta della Repubblica Ceca?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Czech_Republic dbo:currency ?uri .
}"	"Qual è la valuta della Repubblica Ceca?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"170"	"Socrate ha influenzato Aristotele?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Aristotle dbo:influencedBy res:Socrates .
}"	"Socrate ha influenzato Aristotele?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"171"	"In quale fuso orario si trova Salt Lake City?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
	res:Salt_Lake_City dbp:timezone ?uri . 
}"	"In quale fuso orario si trova Salt Lake City?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"172"	"Chi è il figlio di Sonny e Cher"	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Cher> . ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Sonny_Bono> . }"	"Chi è il figlio di Sonny e Cher"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"173"	"In quale città si trova il quartier generale delle Nazioni Unite?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/ontology/location> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } "	"In quale città si trova il quartier generale delle Nazioni Unite?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"174"	"Chi è il fondatore di Penguin Books?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Penguin_Books dbo:founder ?uri .
}"	"Chi è il fondatore di Penguin Books?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"175"	"Quando è stata fondata Jack Wolfskin?"	"SELECT DISTINCT ?year WHERE {  <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?year . } "	"Quando è stata fondata Jack Wolfskin?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"176"	"Chi è il sindaco di Rotterdam?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Rotterdam dbo:leaderName ?uri .
}"	"Chi è il sindaco di Rotterdam?"	"select  ?o
    {
    <http://dbpedia.org/resource/Rotterdam> <http://dbpedia.org/ontology/mayor>  ?o
    }"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"177"	"Dammi tutti gli oceanografi svedesi."	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:field res:Oceanography . 
        ?uri dbo:birthPlace res:Sweden .        
}"	"Dammi tutti gli oceanografi svedesi."	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"178"	"Mostrami l'autobiografia di Hemingway."	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . }"	"Mostrami l'autobiografia di Hemingway."	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"179"	"Chi sono i genitori della moglie di Juan Carlos I?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:Juan_Carlos_I_of_Spain dbo:spouse ?x . 
        ?x dbo:parent ?uri . 
}"	"Chi sono i genitori della moglie di Juan Carlos I?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"180"	"Tesla ha vinto un premio Nobel per la fisica?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Nikola_Tesla dbo:award res:Nobel_Prize_in_Physics .
}"	"Tesla ha vinto un premio Nobel per la fisica?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"181"	"Chi è il giocatore di pallacanestro più alto?"	"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> .  ?uri <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 "	"Chi è il giocatore di pallacanestro più alto?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"182"	"Quale città ha il minor numero di abitanti?"	"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> .  ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1 "	"Quale città ha il minor numero di abitanti?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"183"	"a proinsulina è una proteina?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
	res:Proinsulin rdf:type dbo:Protein .
}"	"a proinsulina è una proteina?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"184"	"Chi sono i genitori della regina Vittoria?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
         res:Queen_Victoria dbo:parent ?uri .
}"	"Chi sono i genitori della regina Vittoria?"	""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"185"	"Che Guevara aveva dei figli?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
        res:Che_Guevara dbo:child ?uri . 
}"	"Che Guevara aveva dei figli?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"186"	"Il lago Baikal è più grande le lago Great Bear?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE {  
        res:Lake_Baikal dbo:areaTotal ?a1 . 
        res:Great_Bear_Lake dbo:areaTotal ?a2 .
        FILTER (?a1 > ?a2)
}"	"Il lago Baikal è più grande le lago Great Bear?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"187"	"Kaurismäki ha mai vinto il Grand Prix a Cannes?"	"ASK WHERE { <http://dbpedia.org/resource/Aki_Kaurismäki> <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> . }"	"Kaurismäki ha mai vinto il Grand Prix a Cannes?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"188"	"Dammi tutti i libri di Wiliam Goldman con più di 300 pagine."	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Book .
        ?uri dbo:author res:William_Goldman .
        ?uri dbo:numberOfPages ?x .
        FILTER (?x > 300)
}"	"Dammi tutti i libri di Wiliam Goldman con più di 300 pagine."	""	"0.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"
"189"	"Dove si trova Fort Knox?"	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?uri . }"	"Dove si trova Fort Knox?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"190"	"In quale stato americano si trova Fort Knox?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Fort_Knox dbp:location ?uri .
        ?uri dbo:country res:United_States .
}"	"In quale stato americano si trova Fort Knox?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"191"	"Dove è sepolto Syngman Rhee?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?uri . } "	"Dove è sepolto Syngman Rhee?"	""	"0.0"	"0.0"	"3.0"	"0.0"	"0.0"	"0.0"
"192"	"Qual è il fuso orario di San Pedro de Atacama?"	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?uri . } "	"Qual è il fuso orario di San Pedro de Atacama?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"193"	"A quale movimento artistico apparteneva il pittore de I tre ballerini?"	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person .  ?person <http://dbpedia.org/ontology/movement> ?uri . } "	"A quale movimento artistico apparteneva il pittore de I tre ballerini?"	""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"194"	"Quale scienziato è conosciuto per il progetto Manhattan e per il premio Nobel per la pace?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:knownFor res:Manhattan_Project .
        ?uri rdf:type dbo:Scientist .
        ?uri dbo:knownFor res:Nobel_Peace_Prize .
}"	"Quale scienziato è conosciuto per il progetto Manhattan e per il premio Nobel per la pace?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"195"	"Mostrami tutti i libri del Ciclo della Fondazione di Asimov"	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . } "	"Mostrami tutti i libri del Ciclo della Fondazione di Asimov"	""	"0.0"	"0.0"	"12.0"	"0.0"	"0.0"	"0.0"
"196"	"Dammi tutte le città del New Jersey con più di 100000 abitanti."	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
	?uri rdf:type dbo:City .
        ?uri dbo:isPartOf res:New_Jersey .
        ?uri dbp:populationTotal ?inhabitants .
        FILTER (?inhabitants > 100000) .
}"	"Dammi tutte le città del New Jersey con più di 100000 abitanti."	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"197"	"Quale museo di New York ha il maggior numero di visitatori?"	"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Museum> .  ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/New_York_City> .  ?uri <http://dbpedia.org/ontology/numberOfVisitors> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 "	"Quale museo di New York ha il maggior numero di visitatori?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"198"	"Quanto è alta la torre Yokohama Marine?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Yokohama_Marine_Tower dbo:height ?num .
}"	"Quanto è alta la torre Yokohama Marine?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"199"	"La nuova serie di Battlestar Galactica ha più episodi di quella precedente?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	<http://dbpedia.org/resource/Battlestar_Galactica_%281978_TV_series%29> dbo:numberOfEpisodes ?x .
	<http://dbpedia.org/resource/Battlestar_Galactica_%282004_TV_series%29> dbo:numberOfEpisodes ?y .
	FILTER (?y > ?x)
}"	"La nuova serie di Battlestar Galactica ha più episodi di quella precedente?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"200"	"Chi è il giocatore di freccette più giovane?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:DartsPlayer .
        ?uri dbo:birthDate ?date .
}
ORDER BY DESC(?date)
OFFSET 0 LIMIT 1"	"Chi è il giocatore di freccette più giovane?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"201"	"Chi ha creato il videogioco World of Warcraft?"	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
	res:World_of_Warcraft dbo:developer ?uri . 
}"	"Chi ha creato il videogioco World of Warcraft?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"202"	"Quale papa ha fondato la televisione vaticana?"	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT ?uri 
WHERE { 
         ?uri rdf:type dbo:Pope . 
         res:Vatican_Television_Center dbo:foundedBy ?uri .
}"	"Quale papa ha fondato la televisione vaticana?"	""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"203"	"Chi ha composto la musica per Harold e Maude?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
	res:Harold_and_Maude dbo:musicComposer ?uri .
}"	"Chi ha composto la musica per Harold e Maude?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"204"	"Dammi tutti i membri dei Prodigy."	"SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . } "	"Dammi tutti i membri dei Prodigy."	""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"205"	"Chi recita nei film spagnoli prodotti da Benicio del Toro?"	"SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . } "	"Chi recita nei film spagnoli prodotti da Benicio del Toro?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"206"	"Quale società sussidiaria di TUI Travel serve sia Dortmund che Dublino?"	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri .  ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . } "	"Quale società sussidiaria di TUI Travel serve sia Dortmund che Dublino?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"207"	"In quale stato si trova La Mecca?"	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE {  
        res:Mecca dbo:country ?uri .
}"	"In quale stato si trova La Mecca?"	""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
