id,question,sparql,answer_rdf,answer,frame
0,Quale era la australiani ecclesiastico?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Cleric> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Australia> },http://dbpedia.org/resource/Keith_Rayner,,AA
1125,danese artistas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Oluf_Braren,,AA
1126,la danese artista,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Oluf_Braren,,AA
1128,Quale era la danese persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Nicolaus_Hinrich_Rieman,,AA
1129,Quale erano danese personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Nicolaus_Hinrich_Rieman,,AA
1130,Quale sono danese personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Nicolaus_Hinrich_Rieman,,AA
1131,Quale è la danese persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Nicolaus_Hinrich_Rieman,,AA
1133,danese personas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Nicolaus_Hinrich_Rieman,,AA
1134,la danese persona,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Nicolaus_Hinrich_Rieman,,AA
1136,Quale era la danese nuotatore?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Jacob_Carstensen,Jacob Carstensen,AA
1137,Quale erano danese nuotatores?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Jacob_Carstensen,Jacob Carstensen,AA
1138,Quale sono danese nuotatores?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Jacob_Carstensen,Jacob Carstensen,AA
1139,Quale è la danese nuotatore?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Jacob_Carstensen,Jacob Carstensen,AA
1141,danese nuotatores,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Jacob_Carstensen,Jacob Carstensen,AA
1142,la danese nuotatore,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Swimmer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Jacob_Carstensen,Jacob Carstensen,AA
1144,Quale era la danese pugile?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Ole_Svendsen,,AA
1145,Quale erano danese pugiles?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Ole_Svendsen,,AA
1146,Quale sono danese pugiles?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Ole_Svendsen,,AA
1147,Quale è la danese pugile?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Ole_Svendsen,,AA
1149,danese pugiles,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Ole_Svendsen,,AA
1150,la danese pugile,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Denmark> },http://dbpedia.org/resource/Ole_Svendsen,,AA
1152,Quale era la boliviana agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1153,Quale erano boliviana agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1154,Quale sono boliviana agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1155,Quale è la boliviana agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1157,boliviana agentes,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1158,la boliviana agente,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1160,Quale era la boliviana atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1161,Quale erano boliviana atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1162,Quale sono boliviana atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1163,Quale è la boliviana atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1165,boliviana atletas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1166,la boliviana atleta,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1168,Quale era la boliviana persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1169,Quale erano boliviana personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1170,Quale sono boliviana personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1171,Quale è la boliviana persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1173,boliviana personas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1174,la boliviana persona,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1176,Quale era la bulgaro agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1177,Quale erano bulgaro agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1178,Quale sono bulgaro agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1179,Quale è la bulgaro agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1181,bulgaro agentes,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1182,la bulgaro agente,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1184,Quale era la bulgaro atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Pavel_Mitrenga,,AA
1185,Quale erano bulgaro atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Pavel_Mitrenga,,AA
1186,Quale sono bulgaro atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Pavel_Mitrenga,,AA
1187,Quale è la bulgaro atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Pavel_Mitrenga,,AA
1189,bulgaro atletas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Pavel_Mitrenga,,AA
1190,la bulgaro atleta,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Pavel_Mitrenga,,AA
1192,Quale era la bulgaro artista?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Keraca_Visulčeva,,AA
1193,Quale erano bulgaro artistas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Keraca_Visulčeva,,AA
1194,Quale sono bulgaro artistas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Keraca_Visulčeva,,AA
1195,Quale è la bulgaro artista?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Keraca_Visulčeva,,AA
1197,bulgaro artistas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Keraca_Visulčeva,,AA
1198,la bulgaro artista,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Artist> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Keraca_Visulčeva,,AA
1200,Quale era la bulgaro persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1201,Quale erano bulgaro personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1202,Quale sono bulgaro personas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1203,Quale è la bulgaro persona?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1205,bulgaro personas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1206,la bulgaro persona,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Violeta_Gindeva,,AA
1208,Quale era la bulgaro pugile amatoriale?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmateurBoxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1209,Quale erano bulgaro pugile amatoriales?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmateurBoxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1210,Quale sono bulgaro pugile amatoriales?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmateurBoxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1211,Quale è la bulgaro pugile amatoriale?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmateurBoxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1213,bulgaro pugile amatoriales,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmateurBoxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1214,la bulgaro pugile amatoriale,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/AmateurBoxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1216,Quale era la bulgaro pugile?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1217,Quale erano bulgaro pugiles?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1218,Quale sono bulgaro pugiles?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1219,Quale è la bulgaro pugile?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1221,bulgaro pugiles,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1222,la bulgaro pugile,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Boxer> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bulgaria> },http://dbpedia.org/resource/Petar_Lesov,Petăr Lesov,AA
1224,Quale era la boliviani agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1225,Quale erano boliviani agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1226,Quale sono boliviani agentes?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1227,Quale è la boliviani agente?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1229,boliviani agentes,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1230,la boliviani agente,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Agent> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Roberto_Suárez_Gómez,,AA
1232,Quale era la boliviani atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1233,Quale erano boliviani atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1234,Quale sono boliviani atletas?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1235,Quale è la boliviani atleta?,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
1237,boliviani atletas,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Athlete> ; <http://dbpedia.org/ontology/nationality> <http://dbpedia.org/resource/Bolivia> },http://dbpedia.org/resource/Rudolf_Knijnenburg,,AA
