"QALD id"	"match status"	"QALD question"	"QueGG question"	"QALD SPARQL query"	"QueGG SPARQL query"	"TP"	"FP"	"FN"	"Precision"	"Recall"	"F-Measure"
"123"	"0.6888888888888889"	"Welche Filme hat Kurosawa gedreht?"	"""Welcher Film wird von Akira Kurosawa gedreht?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
        ?uri rdf:type dbo:Film .
        ?uri dbo:director res:Akira_Kurosawa .
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/director>  <http://dbpedia.org/resource/Akira_Kurosawa>    
}"""	"32.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"124"	"0.0"	"Welche Plattenfirma hat Elvis' erstes Album aufgenommen?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?x rdf:type dbo:Album .
        ?x dbo:artist res:Elvis_Presley .
        ?x dbo:releaseDate ?y .
        ?x dbo:recordLabel ?uri .
}
ORDER BY ASC(?y) 
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"125"	"0.0"	"In welcher Zeitzone liegt Rom?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rome> <http://dbpedia.org/ontology/timeZone> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"126"	"0.5862068965517241"	"Welche Währung benutzt China?"	"""die W�hrung von China?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {  
   res:China dbo:currency ?uri . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/China> <http://dbpedia.org/ontology/currency>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"127"	"0.9166666666666666"	"Wer sind die Entwickler von DBpedia?"	"""wer ist die Entwickler von DBpedia?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/DBpedia> <http://dbpedia.org/ontology/developer>  ?o    
}"""	"3.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"128"	"0.0"	"Hat Abraham Lincolns Sterbeort eine Webseite?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Abraham_Lincoln dbo:deathPlace ?p .
        ?p dbo:website ?w . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"129"	"0.0"	"Wer ist der König der Niederlande?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Netherlands> <http://dbpedia.org/ontology/leader> ?uri . ?uri a <http://dbpedia.org/ontology/Royalty> . } "		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"130"	"0.0"	"In welcher Stadt ist Nikos Kazantzakis gestorben?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Nikos_Kazantzakis> <http://dbpedia.org/ontology/deathPlace> ?uri . ?uri a <http://dbpedia.org/ontology/Town> . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"131"	"0.627906976744186"	"Wer war der Vater von Königin Elizabeth II?"	"""wer war die Tochter von Elisabeth II.?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri
WHERE { 
        res:Elizabeth_II dbp:father ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Elizabeth_II> <http://dbpedia.org/ontology/child>  ?o    
}"""	"0.0"	"4.0"	"1.0"	"0.0"	"0.0"	"0.0"
"132"	"0.0"	"Gib mir eine Liste aller stark bedrohten Vogelarten."		"SELECT DISTINCT ?uri ?p WHERE { ?uri a <http://dbpedia.org/ontology/Bird> . { ?uri <http://dbpedia.org/ontology/conservationStatus> 'CR'^^<http://www.w3.org/2001/XMLSchema#string> . } UNION { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Critically_endangered_animals> . } }"		"0.0"	"0.0"	"27.0"	"0.0"	"0.0"	"0.0"
"133"	"0.0"	"Wieviele Einwohner hat die größte Stadt in Kanada?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
        res:Canada dbo:largestCity ?city . 
        ?city dbo:populationTotal ?num .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"134"	"0.0"	"An welchen militärischen Auseinandersetzungen war Lawrence von Arabien beteiligt?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:T._E._Lawrence dbo:battle ?uri . 
}"		"0.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"
"135"	"0.5714285714285714"	"Welches Buch hat die meisten Seiten?"	"""Welches Ding ist die Zutaten von Heineken?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        ?uri rdf:type dbo:Book . 
        ?uri dbo:numberOfPages ?n .
}
ORDER BY DESC(?n)
OFFSET 0 LIMIT 1"	"""select  ?o    
{
    <http://dbpedia.org/resource/Heineken> <http://dbpedia.org/ontology/ingredient>  ?o    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"136"	"0.8"	"In welchem Land entspringt der Nil?"	"""in Welches Land entspringt Weser?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {       
        res:Nile dbo:sourceCountry ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/sourceCountry>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"137"	"0.0"	"Wer ist der Formel-1-Fahrer mit den meisten Rennen?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/FormulaOneRacer> .  ?uri <http://dbpedia.org/ontology/races> ?x . } ORDER BY DESC(?x) OFFSET 0 LIMIT 1 "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"138"	"0.0"	"Welche Firmen stellen Hovercrafts her?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Company> . ?uri <http://dbpedia.org/ontology/product> <http://dbpedia.org/resource/Hovercraft> . }"		"0.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"
"139"	"0.0"	"Hatte Elvis Presley Kinder?"		"ASK WHERE { <http://dbpedia.org/resource/Elvis_Presley> <http://dbpedia.org/ontology/child> ?uri . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"140"	"0.0"	"In welcher Stadt ist der Präsident von Montenegro geboren?"		"SELECT DISTINCT ?uri WHERE { ?x <http://dbpedia.org/property/office> <http://dbpedia.org/resource/President_of_Montenegro> . ?x <http://dbpedia.org/ontology/birthPlace> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } "		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"141"	"0.0"	"In welchem Land ist Bill Gates geboren?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Bill_Gates> <http://dbpedia.org/ontology/birthPlace> ?x . ?x <http://dbpedia.org/ontology/country> ?uri . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"142"	"0.0"	"In welcher Ländern wird Japanisch gesprochen?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> . ?uri <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Japanese_language> . } "		"0.0"	"0.0"	"11.0"	"0.0"	"0.0"	"0.0"
"143"	"0.5769230769230769"	"Zeig mir das Buch, das Muhammad Ali geschrieben hat."	"""was wird von Muhammad Ali geschrieben?"""	"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri 
WHERE { 
         ?uri rdf:type dbo:Book . 
         ?uri dbo:author res:Muhammad_Ali . 
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/writer>  <http://dbpedia.org/resource/Muhammad_Ali>    
}"""	"0.0"	"1.0"	"2.0"	"0.0"	"0.0"	"0.0"
"144"	"0.0"	"Ist Michelle Obama die Frau von Barack Obama?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Barack_Obama dbo:spouse res:Michelle_Obama .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"145"	"1.0"	"Was ist die Vorwahl von Berlin?"	"""was ist die Vorwahl von Berlin?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?string 
WHERE {
	res:Berlin dbo:areaCode ?string .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Berlin> <http://dbpedia.org/ontology/areaCode>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"146"	"0.0"	"Gib mir alle Schauspieler, die in Last Action Hero mitgespielt haben."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Last_Action_Hero dbo:starring ?uri . 
}"		"0.0"	"0.0"	"10.0"	"0.0"	"0.0"	"0.0"
"147"	"0.9047619047619048"	"Was sind die Spitznamen von San Francisco?"	"""was sind Spitznamen von San Francisco?"""	"SELECT DISTINCT ?string WHERE {  <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname> ?string . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/San_Francisco> <http://dbpedia.org/property/nickname>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"148"	"0.0"	"Was war das erste Queen-Album?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Album> . ?uri <http://dbpedia.org/ontology/artist> <http://dbpedia.org/resource/Queen_(band)> . ?uri <http://dbpedia.org/ontology/releaseDate> ?d . } ORDER BY ASC(?d) OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"149"	"0.6410256410256411"	"Durch welche Länder fließt der Yenisei?"	"""durch Welche Stadt flie�t Weser?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
        res:Yenisei_River dbp:country ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Weser> <http://dbpedia.org/ontology/city>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"150"	"0.7021276595744681"	"Welche Fernsehserien hat Walt Disney entworfen?"	"""Welche Br�cke wird von Walt Disney entworfen?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
	?uri rdf:type dbo:TelevisionShow .
        ?uri dbo:creator res:Walt_Disney .
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/architect>  <http://dbpedia.org/resource/Walt_Disney>    
}"""	"0.0"	"0.0"	"6.0"	"0.0"	"0.0"	"0.0"
"151"	"0.0"	"Welche Brücke hat die längste Spannweite?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Bridge .
        ?uri dbo:mainspan ?s . 
} 
ORDER BY DESC(?s) 
OFFSET 0 LIMIT 1"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"152"	"0.0"	"Aus welchem Land kommt Sitecore?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundationPlace> ?uri . }"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"153"	"0.9032258064516129"	"Wen hat Lance Bass geheiratet?"	"""wer hat Lance Bass verheiratet?"""	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Lance_Bass> . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Lance_Bass> <http://dbpedia.org/ontology/spouse>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"154"	"1.0"	"Was ist die Hauptstadt von Kanada?"	"""was ist die Hauptstadt von Kanada?"""	"PREFIX dbo:  <http://dbpedia.org/ontology/>
PREFIX res:  <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Canada dbo:capital ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/capital>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"155"	"0.9444444444444444"	"Wer hat Vincent van Gogh inspiriert?"	"""wer hat Vincent van Gogh insipriert?"""	"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> . }"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/influenced>  <http://dbpedia.org/resource/Vincent_van_Gogh>    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"156"	"0.9787234042553191"	"In welcher Stadt ist John F. Kennedy gestorben?"	"""in Welche Stadt ist John F. Kennedy gestorben?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE { 
        res:John_F._Kennedy dbo:deathPlace ?uri .
        ?uri rdf:type dbo:City .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"157"	"0.0"	"War US-Präsident Jackson in einen Krieg verwickelt?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Andrew_Jackson dbo:battle ?battle .    
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"158"	"0.6545454545454545"	"Wer hat das Titellied für Games of Thrones geschrieben?"	"""wer hat Game of Thrones geschrieben?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer> ?uri. }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"159"	"0.8947368421052632"	"Wer hat die Brooklyn Bridge entworfen?"	"""wer hat Brooklyn Bridge entworfen?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Brooklyn_Bridge dbo:architect ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Brooklyn_Bridge> <http://dbpedia.org/ontology/architect>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"160"	"0.0"	"Wann hat Boris Becker seine aktive Karriere beendet?"		"SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?d . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"161"	"0.0"	"Welche Traubenarten wachsen in Oregon?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?uri . } "		"0.0"	"0.0"	"84.0"	"0.0"	"0.0"	"0.0"
"162"	"0.75"	"Wie groß ist Michael Jordan?"	"""die Frau von Michael Jordan?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Michael_Jordan dbo:height ?num .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Michael_Jordan> <http://dbpedia.org/ontology/spouse>  ?o    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"163"	"0.0"	"Welcher Partei gehört die Bürgermeisterin von Paris an?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"164"	"0.7804878048780488"	"Wer schrieb das Buch Die Säulen der Erde?"	"""wer schrieb Die Säulen der Erde?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:The_Pillars_of_the_Earth dbo:author ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"165"	"0.0"	"Wer war der 16. Präsident der Vereinigten Staaten?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
         ?uri dbo:office 'President of the United States' .
         ?uri dbo:orderInOffice '16th' .
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"166"	"0.6451612903225806"	"Wie hoch ist der Mount Everest?"	"""wer bestieg Mount Everest?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
	res:Mount_Everest dbo:elevation ?num.
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Mount_Everest> <http://dbpedia.org/ontology/firstAscentPerson>  ?o    
}"""	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"	"0.0"
"167"	"0.9545454545454546"	"Wer war der Doktorvater von Albert Einstein?"	"""wer war die Doktorvater von Albert Einstein?"""	"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?uri . }"	"""select  ?o    
{
    <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"168"	"0.0"	"In welcher Stadt wohnt Sylvester Stallone?"		"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> . <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?uri . }"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"169"	"0.6595744680851063"	"Was ist die Währung der Tschechischen Republik?"	"""was ist die W�hrung von Tschechien?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Czech_Republic dbo:currency ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Czech_Republic> <http://dbpedia.org/ontology/currency>  ?o    
}"""	"1.0"	"0.0"	"0.0"	"1.0"	"1.0"	"1.0"
"170"	"0.0"	"Hat Sokrates Aristoteles beeinflusst?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Aristotle dbo:influencedBy res:Socrates .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"171"	"0.5813953488372093"	"In welcher Zeitzone liegt Salt Lake City?"	"""Welche Lage ist das Lage in Salt Lake City?"""	"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
	res:Salt_Lake_City dbp:timezone ?uri . 
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Salt_Lake_City> <http://dbpedia.org/ontology/locatedInArea>  ?o    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"172"	"0.0"	"Wer ist der Sohn von Sonny und Cher?"		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Cher> . ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Sonny_Bono> . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"173"	"0.0"	"In welcher Stadt ist das Hauptquartier der Vereinten Nationen?"		"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/ontology/location> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"174"	"0.7297297297297297"	"Wer hat Penguin Books gegründet?"	"""was wird von Penguin Books gegr�ndet?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Penguin_Books dbo:founder ?uri .
}"	"""select  ?s    
{
   ?s <http://dbpedia.org/ontology/author>  <http://dbpedia.org/resource/Penguin_Books>    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"175"	"0.8285714285714286"	"Wann wurde Jack Wolfskin gegründet?"	"""Wann wurde Jack Wolfskin geboren?"""	"SELECT DISTINCT ?year WHERE {  <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?year . } "	"""select  ?o    
{
    <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/birthYear>  ?o    
}"""	"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"176"	"0.925"	"Wer ist der Bürgermeister von Rotterdam?"	"""wer ist die B�rgermeister von Rotterdam?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Rotterdam dbo:leaderName ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Rotterdam> <http://dbpedia.org/ontology/mayor>  ?o    
}"""	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"177"	"0.0"	"Gib mir alle Schwedischen Ozeanographen."		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:field res:Oceanography . 
        ?uri dbo:birthPlace res:Sweden .        
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"178"	"0.0"	"Zeig mir Hemmingways Autobiographie."		"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . }"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"179"	"0.0"	"Wer sind die Eltern der Frau von Juan Carlos I?"		"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:Juan_Carlos_I_of_Spain dbo:spouse ?x . 
        ?x dbo:parent ?uri . 
}"		"0.0"	"0.0"	"0.0"	"0.0"	"0.0"	"0.0"
"180"	"0.0"	"Hat Tesla den Nobelpreis für Physik gewonnen?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Nikola_Tesla dbo:award res:Nobel_Prize_in_Physics .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"181"	"0.0"	"Wer ist der größte Basketballspieler?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> .  ?uri <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"182"	"0.0"	"Welche Stadt hat die wenigsten Einwohner?"		"SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> .  ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1 "		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"183"	"0.0"	"Ist Proinsulin ein Protein?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
	res:Proinsulin rdf:type dbo:Protein .
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"184"	"0.6190476190476191"	"Wer waren die Eltern von Königin Viktoria?"	"""wer war die Enkel von Benicio del Toro?"""	"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
         res:Queen_Victoria dbo:parent ?uri .
}"	"""select  ?o    
{
    <http://dbpedia.org/resource/Benicio_del_Toro> <http://dbpedia.org/ontology/parent>  ?o    
}"""	"0.0"	"0.0"	"2.0"	"0.0"	"0.0"	"0.0"
"185"	"0.0"	"Hatte Che Guevara Kinder?"		"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
        res:Che_Guevara dbo:child ?uri . 
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
"186"	"0.0"	"Ist der Baikalsee größer als der Große Bärensee?"		"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE {  
        res:Lake_Baikal dbo:areaTotal ?a1 . 
        res:Great_Bear_Lake dbo:areaTotal ?a2 .
        FILTER (?a1 > ?a2)
}"		"0.0"	"0.0"	"1.0"	"0.0"	"0.0"	"0.0"
