"id","question","sparql","answer_uri","answer_label","frame"
"3608","Chi creare  Philippines' Next Top Model?","select  ?o    {    <http://dbpedia.org/resource/Philippines'_Next_Top_Model> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tyra_Banks","Tyra Banks","VP"
"3609","Chi ha creato  Philippines' Next Top Model?","select  ?o    {    <http://dbpedia.org/resource/Philippines'_Next_Top_Model> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tyra_Banks","Tyra Banks","VP"
"3610","Quale persona creare  Philippines' Next Top Model?","select  ?o    {    <http://dbpedia.org/resource/Philippines'_Next_Top_Model> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tyra_Banks","Tyra Banks","VP"
"3611","Quale persona ha creato  Philippines' Next Top Model?","select  ?o    {    <http://dbpedia.org/resource/Philippines'_Next_Top_Model> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tyra_Banks","Tyra Banks","VP"
"3612","Chi creare  Philly?","select  ?o    {    <http://dbpedia.org/resource/Philly_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Steven_Bochco","Steven Bochco","VP"
"3613","Chi ha creato  Philly?","select  ?o    {    <http://dbpedia.org/resource/Philly_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Steven_Bochco","Steven Bochco","VP"
"3614","Quale persona creare  Philly?","select  ?o    {    <http://dbpedia.org/resource/Philly_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Steven_Bochco","Steven Bochco","VP"
"3615","Quale persona ha creato  Philly?","select  ?o    {    <http://dbpedia.org/resource/Philly_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Steven_Bochco","Steven Bochco","VP"
"3616","Chi creare  Phineas e Ferb?","select  ?o    {    <http://dbpedia.org/resource/Phineas_and_Ferb> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dan_Povenmire","Dan Povenmire","VP"
"3617","Chi ha creato  Phineas e Ferb?","select  ?o    {    <http://dbpedia.org/resource/Phineas_and_Ferb> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dan_Povenmire","Dan Povenmire","VP"
"3618","Quale persona creare  Phineas e Ferb?","select  ?o    {    <http://dbpedia.org/resource/Phineas_and_Ferb> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dan_Povenmire","Dan Povenmire","VP"
"3619","Quale persona ha creato  Phineas e Ferb?","select  ?o    {    <http://dbpedia.org/resource/Phineas_and_Ferb> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dan_Povenmire","Dan Povenmire","VP"
"3620","Chi creare  Phyllis serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Phyllis_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/James_L._Brooks","James L. Brooks","VP"
"3621","Chi ha creato  Phyllis serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Phyllis_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/James_L._Brooks","James L. Brooks","VP"
"3622","Quale persona creare  Phyllis serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Phyllis_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/James_L._Brooks","James L. Brooks","VP"
"3623","Quale persona ha creato  Phyllis serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Phyllis_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/James_L._Brooks","James L. Brooks","VP"
"3624","Chi creare  La famiglia Brock?","select  ?o    {    <http://dbpedia.org/resource/Picket_Fences> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_E._Kelley","David E. Kelley","VP"
"3625","Chi ha creato  La famiglia Brock?","select  ?o    {    <http://dbpedia.org/resource/Picket_Fences> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_E._Kelley","David E. Kelley","VP"
"3626","Quale persona creare  La famiglia Brock?","select  ?o    {    <http://dbpedia.org/resource/Picket_Fences> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_E._Kelley","David E. Kelley","VP"
"3627","Quale persona ha creato  La famiglia Brock?","select  ?o    {    <http://dbpedia.org/resource/Picket_Fences> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/David_E._Kelley","David E. Kelley","VP"
"3628","Chi creare  Pimp My Ride?","select  ?o    {    <http://dbpedia.org/resource/Pimp_My_Ride> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Pimp_My_Ride","Pimp My Ride","VP"
"3629","Chi ha creato  Pimp My Ride?","select  ?o    {    <http://dbpedia.org/resource/Pimp_My_Ride> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Pimp_My_Ride","Pimp My Ride","VP"
"3630","Quale persona creare  Pimp My Ride?","select  ?o    {    <http://dbpedia.org/resource/Pimp_My_Ride> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Pimp_My_Ride","Pimp My Ride","VP"
"3631","Quale persona ha creato  Pimp My Ride?","select  ?o    {    <http://dbpedia.org/resource/Pimp_My_Ride> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Pimp_My_Ride","Pimp My Ride","VP"
"3632","Chi creare  Pinky Dinky Doo?","select  ?o    {    <http://dbpedia.org/resource/Pinky_Dinky_Doo> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jim_Jinkins","Jim Jinkins","VP"
"3633","Chi ha creato  Pinky Dinky Doo?","select  ?o    {    <http://dbpedia.org/resource/Pinky_Dinky_Doo> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jim_Jinkins","Jim Jinkins","VP"
"3634","Quale persona creare  Pinky Dinky Doo?","select  ?o    {    <http://dbpedia.org/resource/Pinky_Dinky_Doo> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jim_Jinkins","Jim Jinkins","VP"
"3635","Quale persona ha creato  Pinky Dinky Doo?","select  ?o    {    <http://dbpedia.org/resource/Pinky_Dinky_Doo> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jim_Jinkins","Jim Jinkins","VP"
"3636","Chi creare  Pinky and the Brain?","select  ?o    {    <http://dbpedia.org/resource/Pinky_and_the_Brain> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tom_Ruegger","Tom Ruegger","VP"
"3637","Chi ha creato  Pinky and the Brain?","select  ?o    {    <http://dbpedia.org/resource/Pinky_and_the_Brain> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tom_Ruegger","Tom Ruegger","VP"
"3638","Quale persona creare  Pinky and the Brain?","select  ?o    {    <http://dbpedia.org/resource/Pinky_and_the_Brain> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tom_Ruegger","Tom Ruegger","VP"
"3639","Quale persona ha creato  Pinky and the Brain?","select  ?o    {    <http://dbpedia.org/resource/Pinky_and_the_Brain> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tom_Ruegger","Tom Ruegger","VP"
"3640","Chi creare  Pitch serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Pitch_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dan_Fogelman","Dan Fogelman","VP"
"3641","Chi ha creato  Pitch serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Pitch_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dan_Fogelman","Dan Fogelman","VP"
"3642","Quale persona creare  Pitch serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Pitch_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dan_Fogelman","Dan Fogelman","VP"
"3643","Quale persona ha creato  Pitch serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Pitch_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Dan_Fogelman","Dan Fogelman","VP"
"3644","Chi creare  Pixie Dixie e Mr. Jinks?","select  ?o    {    <http://dbpedia.org/resource/Pixie_and_Dixie_and_Mr._Jinks> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"3645","Chi ha creato  Pixie Dixie e Mr. Jinks?","select  ?o    {    <http://dbpedia.org/resource/Pixie_and_Dixie_and_Mr._Jinks> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"3646","Quale persona creare  Pixie Dixie e Mr. Jinks?","select  ?o    {    <http://dbpedia.org/resource/Pixie_and_Dixie_and_Mr._Jinks> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"3647","Quale persona ha creato  Pixie Dixie e Mr. Jinks?","select  ?o    {    <http://dbpedia.org/resource/Pixie_and_Dixie_and_Mr._Jinks> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/William_Hanna","William Hanna","VP"
"3648","Chi creare  Point Pleasant serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Point_Pleasant_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Marti_Noxon","Marti Noxon","VP"
"3649","Chi ha creato  Point Pleasant serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Point_Pleasant_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Marti_Noxon","Marti Noxon","VP"
"3650","Quale persona creare  Point Pleasant serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Point_Pleasant_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Marti_Noxon","Marti Noxon","VP"
"3651","Quale persona ha creato  Point Pleasant serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Point_Pleasant_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Marti_Noxon","Marti Noxon","VP"
"3652","Chi creare  Pole Position serie animata?","select  ?o    {    <http://dbpedia.org/resource/Pole_Position_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin","VP"
"3653","Chi ha creato  Pole Position serie animata?","select  ?o    {    <http://dbpedia.org/resource/Pole_Position_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin","VP"
"3654","Quale persona creare  Pole Position serie animata?","select  ?o    {    <http://dbpedia.org/resource/Pole_Position_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin","VP"
"3655","Quale persona ha creato  Pole Position serie animata?","select  ?o    {    <http://dbpedia.org/resource/Pole_Position_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jean_Chalopin","Jean Chalopin","VP"
"3656","Chi creare  Quelli della pallottola spuntata?","select  ?o    {    <http://dbpedia.org/resource/Police_Squad!> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Zucker,_Abrahams_and_Zucker","Zucker-Abrahams-Zucker","VP"
"3657","Chi ha creato  Quelli della pallottola spuntata?","select  ?o    {    <http://dbpedia.org/resource/Police_Squad!> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Zucker,_Abrahams_and_Zucker","Zucker-Abrahams-Zucker","VP"
"3658","Quale persona creare  Quelli della pallottola spuntata?","select  ?o    {    <http://dbpedia.org/resource/Police_Squad!> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Zucker,_Abrahams_and_Zucker","Zucker-Abrahams-Zucker","VP"
"3659","Quale persona ha creato  Quelli della pallottola spuntata?","select  ?o    {    <http://dbpedia.org/resource/Police_Squad!> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Zucker,_Abrahams_and_Zucker","Zucker-Abrahams-Zucker","VP"
"3660","Chi creare  Sulle strade della California?","select  ?o    {    <http://dbpedia.org/resource/Police_Story_(1973_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Joseph_Wambaugh","Joseph Wambaugh","VP"
"3661","Chi ha creato  Sulle strade della California?","select  ?o    {    <http://dbpedia.org/resource/Police_Story_(1973_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Joseph_Wambaugh","Joseph Wambaugh","VP"
"3662","Quale persona creare  Sulle strade della California?","select  ?o    {    <http://dbpedia.org/resource/Police_Story_(1973_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Joseph_Wambaugh","Joseph Wambaugh","VP"
"3663","Quale persona ha creato  Sulle strade della California?","select  ?o    {    <http://dbpedia.org/resource/Police_Story_(1973_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Joseph_Wambaugh","Joseph Wambaugh","VP"
"3664","Chi creare  Political Animals?","select  ?o    {    <http://dbpedia.org/resource/Political_Animals_(miniseries)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Greg_Berlanti","Greg Berlanti","VP"
"3665","Chi ha creato  Political Animals?","select  ?o    {    <http://dbpedia.org/resource/Political_Animals_(miniseries)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Greg_Berlanti","Greg Berlanti","VP"
"3666","Quale persona creare  Political Animals?","select  ?o    {    <http://dbpedia.org/resource/Political_Animals_(miniseries)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Greg_Berlanti","Greg Berlanti","VP"
"3667","Quale persona ha creato  Political Animals?","select  ?o    {    <http://dbpedia.org/resource/Political_Animals_(miniseries)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Greg_Berlanti","Greg Berlanti","VP"
"3668","Chi creare  Pop Idol?","select  ?o    {    <http://dbpedia.org/resource/Pop_Idol> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Fuller","Simon Fuller","VP"
"3669","Chi ha creato  Pop Idol?","select  ?o    {    <http://dbpedia.org/resource/Pop_Idol> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Fuller","Simon Fuller","VP"
"3670","Quale persona creare  Pop Idol?","select  ?o    {    <http://dbpedia.org/resource/Pop_Idol> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Fuller","Simon Fuller","VP"
"3671","Quale persona ha creato  Pop Idol?","select  ?o    {    <http://dbpedia.org/resource/Pop_Idol> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Fuller","Simon Fuller","VP"
"3672","Chi creare  Popular?","select  ?o    {    <http://dbpedia.org/resource/Popular_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"3673","Chi ha creato  Popular?","select  ?o    {    <http://dbpedia.org/resource/Popular_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"3674","Quale persona creare  Popular?","select  ?o    {    <http://dbpedia.org/resource/Popular_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"3675","Quale persona ha creato  Popular?","select  ?o    {    <http://dbpedia.org/resource/Popular_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"3676","Chi creare  Porky Pig?","select  ?o    {    <http://dbpedia.org/resource/Porky_Pig> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tex_Avery","Tex Avery","VP"
"3677","Chi ha creato  Porky Pig?","select  ?o    {    <http://dbpedia.org/resource/Porky_Pig> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tex_Avery","Tex Avery","VP"
"3678","Quale persona creare  Porky Pig?","select  ?o    {    <http://dbpedia.org/resource/Porky_Pig> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tex_Avery","Tex Avery","VP"
"3679","Quale persona ha creato  Porky Pig?","select  ?o    {    <http://dbpedia.org/resource/Porky_Pig> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Tex_Avery","Tex Avery","VP"
"3680","Chi creare  Pose serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Pose_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"3681","Chi ha creato  Pose serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Pose_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"3682","Quale persona creare  Pose serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Pose_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"3683","Quale persona ha creato  Pose serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Pose_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ryan_Murphy_(writer)","Ryan Murphy","VP"
"3684","Chi creare  Power Rangers Megaforce?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Megaforce> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3685","Chi ha creato  Power Rangers Megaforce?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Megaforce> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3686","Quale persona creare  Power Rangers Megaforce?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Megaforce> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3687","Quale persona ha creato  Power Rangers Megaforce?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Megaforce> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3688","Chi creare  Power Rangers RPM?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_RPM> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3689","Chi ha creato  Power Rangers RPM?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_RPM> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3690","Quale persona creare  Power Rangers RPM?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_RPM> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3691","Quale persona ha creato  Power Rangers RPM?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_RPM> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3692","Chi creare  Power Rangers Samurai?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Samurai> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3693","Chi ha creato  Power Rangers Samurai?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Samurai> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3694","Quale persona creare  Power Rangers Samurai?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Samurai> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3695","Quale persona ha creato  Power Rangers Samurai?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Samurai> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3696","Chi creare  Power Rangers Time Force?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Time_Force> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3697","Chi ha creato  Power Rangers Time Force?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Time_Force> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3698","Quale persona creare  Power Rangers Time Force?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Time_Force> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3699","Quale persona ha creato  Power Rangers Time Force?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Time_Force> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3700","Chi creare  Power Rangers Wild Force?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Wild_Force> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3701","Chi ha creato  Power Rangers Wild Force?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Wild_Force> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3702","Quale persona creare  Power Rangers Wild Force?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Wild_Force> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3703","Quale persona ha creato  Power Rangers Wild Force?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_Wild_Force> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3704","Chi creare  Power Rangers in Space?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_in_Space> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3705","Chi ha creato  Power Rangers in Space?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_in_Space> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3706","Quale persona creare  Power Rangers in Space?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_in_Space> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3707","Quale persona ha creato  Power Rangers in Space?","select  ?o    {    <http://dbpedia.org/resource/Power_Rangers_in_Space> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Haim_Saban","Haim Saban","VP"
"3708","Chi creare  Pretty Dirty Secrets?","select  ?o    {    <http://dbpedia.org/resource/Pretty_Dirty_Secrets> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/I._Marlene_King","I. Marlene King","VP"
"3709","Chi ha creato  Pretty Dirty Secrets?","select  ?o    {    <http://dbpedia.org/resource/Pretty_Dirty_Secrets> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/I._Marlene_King","I. Marlene King","VP"
"3710","Quale persona creare  Pretty Dirty Secrets?","select  ?o    {    <http://dbpedia.org/resource/Pretty_Dirty_Secrets> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/I._Marlene_King","I. Marlene King","VP"
"3711","Quale persona ha creato  Pretty Dirty Secrets?","select  ?o    {    <http://dbpedia.org/resource/Pretty_Dirty_Secrets> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/I._Marlene_King","I. Marlene King","VP"
"3712","Chi creare  Primus serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Primus_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ivan_Tors","Ivan Tors","VP"
"3713","Chi ha creato  Primus serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Primus_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ivan_Tors","Ivan Tors","VP"
"3714","Quale persona creare  Primus serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Primus_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ivan_Tors","Ivan Tors","VP"
"3715","Quale persona ha creato  Primus serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Primus_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ivan_Tors","Ivan Tors","VP"
"3716","Chi creare  Prison Break?","select  ?o    {    <http://dbpedia.org/resource/Prison_Break> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Paul_Scheuring","Paul Scheuring","VP"
"3717","Chi ha creato  Prison Break?","select  ?o    {    <http://dbpedia.org/resource/Prison_Break> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Paul_Scheuring","Paul Scheuring","VP"
"3718","Quale persona creare  Prison Break?","select  ?o    {    <http://dbpedia.org/resource/Prison_Break> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Paul_Scheuring","Paul Scheuring","VP"
"3719","Quale persona ha creato  Prison Break?","select  ?o    {    <http://dbpedia.org/resource/Prison_Break> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Paul_Scheuring","Paul Scheuring","VP"
"3720","Chi creare  Prisoners of War?","select  ?o    {    <http://dbpedia.org/resource/Prisoners_of_War_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gideon_Raff","Gideon Raff","VP"
"3721","Chi ha creato  Prisoners of War?","select  ?o    {    <http://dbpedia.org/resource/Prisoners_of_War_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gideon_Raff","Gideon Raff","VP"
"3722","Quale persona creare  Prisoners of War?","select  ?o    {    <http://dbpedia.org/resource/Prisoners_of_War_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gideon_Raff","Gideon Raff","VP"
"3723","Quale persona ha creato  Prisoners of War?","select  ?o    {    <http://dbpedia.org/resource/Prisoners_of_War_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Gideon_Raff","Gideon Raff","VP"
"3724","Chi creare  Jack investigatore privato?","select  ?o    {    <http://dbpedia.org/resource/Private_Eye_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Anthony_Yerkovich","Anthony Yerkovich","VP"
"3725","Chi ha creato  Jack investigatore privato?","select  ?o    {    <http://dbpedia.org/resource/Private_Eye_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Anthony_Yerkovich","Anthony Yerkovich","VP"
